TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
GSW,GSW @ POR,04/14/2010,W,240,122,44,88,50.0,12,30,40.0,22,31,71.0,9,31,40,22,10,4,8,18,6
POR,POR vs. GSW,04/14/2010,L,240,116,44,87,50.6,10,26,38.5,18,24,75.0,9,34,43,32,3,2,14,21,-6
NJN,NJN @ MIA,04/14/2010,L,290,86,29,80,36.3,5,19,26.3,23,32,71.9,15,39,54,12,3,5,20,15,-8
MIA,MIA vs. NJN,04/14/2010,W,290,94,37,93,39.8,8,26,30.8,12,16,75.0,15,34,49,15,10,8,15,26,8
NOH,NOH @ HOU,04/14/2010,W,240,123,51,80,63.8,9,15,60.0,12,16,75.0,5,32,37,28,6,2,14,17,8
HOU,HOU vs. NOH,04/14/2010,L,240,115,47,87,54.0,6,19,31.6,15,25,60.0,9,23,32,31,8,6,10,19,-8
PHI,PHI @ ORL,04/14/2010,L,240,111,43,83,51.8,6,19,31.6,19,24,79.2,9,22,31,23,6,5,8,17,-14
ORL,ORL vs. PHI,04/14/2010,W,240,125,49,82,59.8,11,25,44.0,16,20,80.0,8,31,39,21,4,2,12,18,14
LAL,LAL @ LAC,04/14/2010,L,240,91,34,86,39.5,4,11,36.4,19,28,67.9,16,33,49,20,3,2,14,16,-16
LAC,LAC vs. LAL,04/14/2010,W,240,107,42,83,50.6,9,23,39.1,14,19,73.7,9,39,48,31,9,7,12,21,16
BOS,BOS vs. MIL,04/14/2010,L,240,95,36,76,47.4,8,22,36.4,15,21,71.4,7,27,34,23,4,3,9,22,-11
MIL,MIL @ BOS,04/14/2010,W,240,106,40,79,50.6,10,26,38.5,16,24,66.7,11,30,41,25,6,2,8,20,11
DEN,DEN @ PHX,04/13/2010,L,240,101,41,97,42.3,6,21,28.6,13,21,61.9,12,22,34,15,7,5,6,26,-22
PHX,PHX vs. DEN,04/13/2010,W,240,123,43,80,53.8,14,24,58.3,23,34,67.6,14,38,52,23,3,7,13,22,22
CHI,CHI vs. BOS,04/13/2010,W,240,101,40,83,48.2,5,11,45.5,16,24,66.7,11,38,49,22,1,6,10,21,8
BOS,BOS @ CHI,04/13/2010,L,240,93,35,80,43.8,5,15,33.3,18,24,75.0,8,32,40,18,4,3,9,24,-8
SAC,SAC @ LAL,04/13/2010,L,240,100,43,90,47.8,5,16,31.3,9,14,64.3,15,26,41,27,10,3,12,21,-6
LAL,LAL vs. SAC,04/13/2010,W,240,106,41,83,49.4,7,20,35.0,17,21,81.0,14,25,39,24,2,5,16,15,6
UTA,UTA @ GSW,04/13/2010,W,240,103,41,85,48.2,5,18,27.8,16,20,80.0,15,46,61,29,10,3,22,23,9
GSW,GSW vs. UTA,04/13/2010,L,240,94,32,84,38.1,7,23,30.4,23,28,82.1,6,29,35,20,11,4,14,19,-9
MEM,MEM @ DEN,04/12/2010,L,240,101,36,92,39.1,2,10,20.0,27,36,75.0,14,33,47,17,6,9,13,27,-22
DEN,DEN vs. MEM,04/12/2010,W,240,123,40,87,46.0,11,32,34.4,32,39,82.1,11,37,48,24,9,11,9,24,22
ATL,ATL @ MIL,04/12/2010,W,240,104,39,74,52.7,7,16,43.8,19,27,70.4,11,37,48,17,4,11,12,21,8
MIL,MIL vs. ATL,04/12/2010,L,240,96,36,93,38.7,11,32,34.4,13,17,76.5,11,23,34,20,5,1,4,22,-8
SAC,SAC vs. HOU,04/12/2010,L,240,107,41,85,48.2,5,12,41.7,20,24,83.3,7,29,36,21,9,2,13,20,-10
HOU,HOU @ SAC,04/12/2010,W,240,117,43,83,51.8,8,24,33.3,23,23,100.0,6,29,35,22,5,5,14,17,10
IND,IND vs. ORL,04/12/2010,L,240,98,36,88,40.9,10,29,34.5,16,24,66.7,9,29,38,20,9,2,14,23,-20
ORL,ORL @ IND,04/12/2010,W,240,118,37,77,48.1,12,32,37.5,32,43,74.4,7,46,53,22,12,6,17,21,20
POR,POR vs. OKC,04/12/2010,W,240,103,40,80,50.0,3,15,20.0,20,27,74.1,8,27,35,20,7,3,8,23,8
OKC,OKC @ POR,04/12/2010,L,240,95,30,64,46.9,7,18,38.9,28,36,77.8,8,27,35,11,5,3,16,25,-8
DET,DET vs. TOR,04/12/2010,L,240,97,37,79,46.8,5,17,29.4,18,23,78.3,11,23,34,20,7,5,10,17,-14
TOR,TOR @ DET,04/12/2010,W,240,111,45,75,60.0,9,15,60.0,12,16,75.0,4,30,34,37,1,3,14,21,14
LAC,LAC vs. DAL,04/12/2010,L,240,94,38,83,45.8,6,17,35.3,12,15,80.0,11,28,39,23,5,3,16,19,-23
DAL,DAL @ LAC,04/12/2010,W,240,117,45,83,54.2,11,27,40.7,16,19,84.2,8,29,37,37,6,4,10,15,23
CHA,CHA @ NJN,04/12/2010,W,240,105,43,87,49.4,3,7,42.9,16,17,94.1,11,36,47,31,3,5,15,19,10
NJN,NJN vs. CHA,04/12/2010,L,240,95,35,89,39.3,4,24,16.7,21,25,84.0,15,28,43,18,8,4,11,17,-10
WAS,WAS @ NYK,04/12/2010,L,240,103,41,82,50.0,10,17,58.8,11,19,57.9,14,27,41,25,8,7,17,21,-11
NYK,NYK vs. WAS,04/12/2010,W,240,114,41,80,51.3,11,23,47.8,21,25,84.0,10,29,39,17,8,1,13,20,11
SAS,SAS vs. MIN,04/12/2010,W,240,133,47,81,58.0,14,26,53.8,25,38,65.8,9,30,39,30,12,4,14,25,22
MIN,MIN @ SAS,04/12/2010,L,240,111,39,82,47.6,9,16,56.3,24,30,80.0,6,30,36,21,6,4,19,27,-22
MIA,MIA @ PHI,04/12/2010,W,240,107,40,72,55.6,5,12,41.7,22,28,78.6,9,29,38,21,8,2,12,18,2
PHI,PHI vs. MIA,04/12/2010,L,240,105,41,75,54.7,12,25,48.0,11,19,57.9,5,25,30,35,5,3,10,23,-2
CHI,CHI @ TOR,04/11/2010,W,240,104,42,85,49.4,3,15,20.0,17,23,73.9,9,40,49,26,3,6,10,14,16
TOR,TOR vs. CHI,04/11/2010,L,240,88,37,90,41.1,5,21,23.8,9,15,60.0,9,32,41,22,6,4,8,18,-16
MIN,MIN @ NOH,04/11/2010,L,240,86,26,66,39.4,3,13,23.1,31,38,81.6,4,26,30,13,9,3,19,22,-28
NOH,NOH vs. MIN,04/11/2010,W,240,114,43,82,52.4,4,15,26.7,24,27,88.9,11,38,49,30,11,2,20,28,28
CLE,CLE vs. ORL,04/11/2010,L,240,92,34,83,41.0,6,18,33.3,18,23,78.3,14,28,42,17,6,2,14,22,-6
ORL,ORL @ CLE,04/11/2010,W,240,98,38,79,48.1,9,26,34.6,13,19,68.4,10,28,38,29,8,9,14,18,6
PHX,PHX vs. HOU,04/11/2010,W,240,116,42,86,48.8,10,21,47.6,22,29,75.9,8,30,38,21,9,7,12,24,10
HOU,HOU @ PHX,04/11/2010,L,240,106,38,85,44.7,12,22,54.5,18,23,78.3,10,35,45,28,7,4,18,23,-10
MIA,MIA @ NYK,04/11/2010,W,240,111,44,84,52.4,7,18,38.9,16,22,72.7,11,26,37,18,8,2,11,21,13
NYK,NYK vs. MIA,04/11/2010,L,240,98,33,73,45.2,7,24,29.2,25,28,89.3,10,29,39,25,5,2,15,18,-13
POR,POR @ LAL,04/11/2010,W,240,91,36,80,45.0,6,15,40.0,13,15,86.7,12,34,46,19,0,5,11,23,3
LAL,LAL vs. POR,04/11/2010,L,240,88,37,87,42.5,5,22,22.7,9,14,64.3,10,31,41,19,5,6,6,18,-3
OKC,OKC @ GSW,04/11/2010,L,240,117,44,104,42.3,9,21,42.9,20,24,83.3,23,32,55,25,7,6,14,25,-3
GSW,GSW vs. OKC,04/11/2010,W,240,120,41,81,50.6,12,21,57.1,26,33,78.8,8,35,43,25,6,8,15,20,3
CHA,CHA vs. DET,04/10/2010,W,240,99,35,65,53.8,7,15,46.7,22,26,84.6,6,29,35,27,5,5,15,22,4
DET,DET @ CHA,04/10/2010,L,240,95,36,79,45.6,6,21,28.6,17,26,65.4,13,21,34,26,9,2,10,23,-4
MEM,MEM vs. PHI,04/10/2010,L,240,101,34,69,49.3,3,13,23.1,30,41,73.2,6,27,33,15,10,1,16,14,-19
PHI,PHI @ MEM,04/10/2010,W,240,120,49,86,57.0,14,26,53.8,8,11,72.7,10,29,39,28,7,5,14,26,19
ATL,ATL @ WAS,04/10/2010,W,240,105,40,74,54.1,9,18,50.0,16,18,88.9,8,23,31,22,7,8,12,15,10
WAS,WAS vs. ATL,04/10/2010,L,240,95,40,79,50.6,7,12,58.3,8,12,66.7,13,26,39,26,1,4,17,17,-10
SAS,SAS @ DEN,04/10/2010,W,240,104,34,74,45.9,6,19,31.6,30,45,66.7,12,36,48,23,9,2,18,20,19
DEN,DEN vs. SAS,04/10/2010,L,240,85,29,74,39.2,6,17,35.3,21,31,67.7,8,23,31,18,10,5,16,29,-19
DAL,DAL @ SAC,04/10/2010,W,240,126,42,79,53.2,13,21,61.9,29,34,85.3,7,29,36,27,9,7,11,20,18
SAC,SAC vs. DAL,04/10/2010,L,240,108,40,85,47.1,4,10,40.0,24,29,82.8,14,27,41,14,7,2,13,22,-18
BOS,BOS @ MIL,04/10/2010,W,240,105,35,75,46.7,4,9,44.4,31,35,88.6,12,30,42,15,8,6,9,24,15
MIL,MIL vs. BOS,04/10/2010,L,240,90,31,78,39.7,8,24,33.3,20,24,83.3,11,27,38,14,7,3,11,25,-15
IND,IND vs. NJN,04/10/2010,W,240,115,46,86,53.5,9,24,37.5,14,18,77.8,10,22,32,26,8,6,12,13,13
NJN,NJN @ IND,04/10/2010,L,240,102,43,82,52.4,2,11,18.2,14,17,82.4,13,27,40,21,6,6,19,18,-13
LAC,LAC vs. GSW,04/10/2010,W,240,107,42,83,50.6,5,20,25.0,18,27,66.7,9,46,55,23,6,6,18,20,3
GSW,GSW @ LAC,04/10/2010,L,240,104,37,92,40.2,14,32,43.8,16,21,76.2,8,31,39,19,9,1,11,22,-3
OKC,OKC vs. PHX,04/09/2010,W,240,96,35,88,39.8,4,13,30.8,22,27,81.5,12,27,39,16,11,9,13,22,5
PHX,PHX @ OKC,04/09/2010,L,240,91,34,75,45.3,7,19,36.8,16,23,69.6,11,35,46,16,4,7,20,20,-5
UTA,UTA @ NOH,04/09/2010,W,240,114,44,80,55.0,8,20,40.0,18,24,75.0,7,34,41,32,10,4,12,23,11
NOH,NOH vs. UTA,04/09/2010,L,240,103,39,79,49.4,8,15,53.3,17,24,70.8,7,28,35,20,7,4,14,18,-11
LAL,LAL @ MIN,04/09/2010,W,240,97,38,86,44.2,7,22,31.8,14,18,77.8,17,29,46,21,9,9,12,15,9
MIN,MIN vs. LAL,04/09/2010,L,240,88,38,89,42.7,7,23,30.4,5,9,55.6,15,30,45,24,7,3,16,19,-9
ATL,ATL vs. TOR,04/09/2010,W,240,107,36,88,40.9,8,25,32.0,27,30,90.0,18,31,49,24,8,7,10,21,6
TOR,TOR @ ATL,04/09/2010,L,240,101,43,90,47.8,2,15,13.3,13,20,65.0,12,30,42,21,5,3,10,21,-6
POR,POR vs. DAL,04/09/2010,L,240,77,28,77,36.4,5,19,26.3,16,23,69.6,11,34,45,16,6,7,15,22,-6
DAL,DAL @ POR,04/09/2010,W,240,83,24,71,33.8,5,20,25.0,30,35,85.7,11,32,43,11,8,4,13,19,6
MIA,MIA vs. DET,04/09/2010,L,240,99,39,70,55.7,6,16,37.5,15,18,83.3,11,24,35,23,6,5,16,16,-7
DET,DET @ MIA,04/09/2010,W,240,106,40,80,50.0,11,25,44.0,15,19,78.9,13,21,34,22,9,1,9,19,7
HOU,HOU vs. CHA,04/09/2010,W,240,97,38,86,44.2,8,23,34.8,13,15,86.7,10,29,39,23,6,5,13,25,7
CHA,CHA @ HOU,04/09/2010,L,240,90,33,77,42.9,4,14,28.6,20,26,76.9,12,32,44,19,6,6,16,22,-7
CLE,CLE vs. IND,04/09/2010,L,240,113,41,89,46.1,7,18,38.9,24,28,85.7,13,34,47,29,8,2,15,21,-3
IND,IND @ CLE,04/09/2010,W,240,116,42,83,50.6,14,32,43.8,18,24,75.0,7,28,35,29,6,7,12,22,3
ORL,ORL vs. NYK,04/09/2010,W,240,118,47,84,56.0,15,32,46.9,9,18,50.0,14,25,39,28,9,3,9,18,15
NYK,NYK @ ORL,04/09/2010,L,240,103,35,74,47.3,16,33,48.5,17,22,77.3,9,26,35,21,6,2,13,20,-15
WAS,WAS @ BOS,04/09/2010,W,240,106,37,76,48.7,5,13,38.5,27,35,77.1,10,39,49,25,6,6,19,19,10
BOS,BOS vs. WAS,04/09/2010,L,240,96,38,90,42.2,9,25,36.0,11,19,57.9,14,26,40,24,9,4,13,27,-10
CHI,CHI @ NJN,04/09/2010,L,290,116,44,92,47.8,9,24,37.5,19,29,65.5,9,42,51,25,3,9,17,26,-11
NJN,NJN vs. CHI,04/09/2010,W,290,127,49,105,46.7,5,21,23.8,24,32,75.0,13,42,55,26,9,5,11,24,11
MEM,MEM @ SAS,04/09/2010,W,240,107,43,88,48.9,4,9,44.4,17,25,68.0,16,32,48,19,9,5,11,23,8
SAS,SAS vs. MEM,04/09/2010,L,240,99,33,75,44.0,9,28,32.1,24,32,75.0,7,32,39,22,7,5,13,22,-8
PHI,PHI vs. MIL,04/09/2010,L,240,90,36,81,44.4,9,22,40.9,9,20,45.0,11,29,40,20,8,6,18,18,-5
MIL,MIL @ PHI,04/09/2010,W,240,95,32,77,41.6,10,29,34.5,21,23,91.3,9,30,39,23,10,5,14,19,5
DEN,DEN vs. LAL,04/08/2010,W,240,98,34,78,43.6,11,25,44.0,19,28,67.9,9,30,39,23,5,7,10,23,2
LAL,LAL @ DEN,04/08/2010,L,240,96,30,82,36.6,8,21,38.1,28,33,84.8,17,35,52,16,5,6,11,20,-2
LAC,LAC @ SAC,04/08/2010,L,240,94,39,82,47.6,7,19,36.8,9,11,81.8,7,25,32,18,5,4,12,14,-22
SAC,SAC vs. LAC,04/08/2010,W,240,116,50,92,54.3,4,11,36.4,12,15,80.0,14,33,47,20,6,3,9,13,22
CLE,CLE @ CHI,04/08/2010,L,240,108,41,86,47.7,9,25,36.0,17,24,70.8,9,27,36,23,6,6,11,19,-1
CHI,CHI vs. CLE,04/08/2010,W,240,109,44,85,51.8,5,11,45.5,16,25,64.0,8,36,44,25,5,9,13,21,1
OKC,OKC vs. DEN,04/07/2010,L,240,94,35,80,43.8,1,14,7.1,23,31,74.2,10,31,41,17,5,9,16,20,-4
DEN,DEN @ OKC,04/07/2010,W,240,98,33,82,40.2,7,17,41.2,25,29,86.2,15,35,50,15,12,6,18,26,4
TOR,TOR vs. BOS,04/07/2010,L,240,104,43,90,47.8,6,17,35.3,12,12,100.0,10,22,32,24,7,6,9,27,-11
BOS,BOS @ TOR,04/07/2010,W,240,115,40,71,56.3,7,17,41.2,28,33,84.8,9,27,36,22,5,5,14,17,11
NOH,NOH vs. CHA,04/07/2010,L,240,103,39,81,48.1,8,20,40.0,17,22,77.3,9,25,34,23,14,5,14,23,-1
CHA,CHA @ NOH,04/07/2010,W,240,104,36,74,48.6,11,24,45.8,21,24,87.5,10,31,41,22,8,6,22,20,1
GSW,GSW @ MIN,04/07/2010,W,240,116,46,82,56.1,8,16,50.0,16,18,88.9,7,32,39,33,11,1,17,23,9
MIN,MIN vs. GSW,04/07/2010,L,240,107,39,81,48.1,10,20,50.0,19,27,70.4,10,26,36,25,6,2,16,15,-9
MEM,MEM @ DAL,04/07/2010,L,240,84,33,71,46.5,2,10,20.0,16,24,66.7,9,24,33,12,4,1,20,22,-26
DAL,DAL vs. MEM,04/07/2010,W,240,110,42,76,55.3,8,14,57.1,18,21,85.7,7,30,37,28,11,4,14,21,26
MIL,MIL vs. NJN,04/07/2010,W,240,108,43,83,51.8,7,22,31.8,15,19,78.9,7,38,45,27,8,6,12,21,19
NJN,NJN @ MIL,04/07/2010,L,240,89,30,76,39.5,7,16,43.8,22,26,84.6,7,27,34,14,5,4,13,20,-19
IND,IND vs. NYK,04/07/2010,W,240,113,43,88,48.9,10,28,35.7,17,26,65.4,16,32,48,23,7,3,10,16,8
NYK,NYK @ IND,04/07/2010,L,240,105,40,89,44.9,10,25,40.0,15,17,88.2,15,30,45,22,3,2,11,20,-8
PHI,PHI @ MIA,04/07/2010,L,240,95,38,75,50.7,8,18,44.4,11,18,61.1,9,36,45,21,9,6,19,26,-4
MIA,MIA vs. PHI,04/07/2010,W,240,99,36,86,41.9,6,19,31.6,21,30,70.0,14,28,42,16,15,4,12,16,4
UTA,UTA @ HOU,04/07/2010,L,240,96,39,79,49.4,3,14,21.4,15,21,71.4,12,30,42,25,9,5,26,23,-17
HOU,HOU vs. UTA,04/07/2010,W,240,113,41,84,48.8,10,19,52.6,21,26,80.8,11,27,38,27,12,3,15,20,17
DET,DET vs. ATL,04/07/2010,W,240,90,34,79,43.0,6,14,42.9,16,16,100.0,7,30,37,19,11,6,15,16,2
ATL,ATL @ DET,04/07/2010,L,240,88,36,83,43.4,2,17,11.8,14,23,60.9,15,33,48,21,9,7,14,17,-2
WAS,WAS @ ORL,04/07/2010,L,240,94,39,78,50.0,4,10,40.0,12,14,85.7,5,22,27,18,2,2,14,24,-27
ORL,ORL vs. WAS,04/07/2010,W,240,121,44,76,57.9,13,22,59.1,20,24,83.3,9,30,39,24,6,6,12,17,27
LAC,LAC vs. POR,04/07/2010,L,240,85,38,77,49.4,5,15,33.3,4,8,50.0,8,26,34,24,7,5,15,11,-8
POR,POR @ LAC,04/07/2010,W,240,93,41,81,50.6,2,7,28.6,9,13,69.2,11,29,40,23,10,4,14,17,8
PHX,PHX vs. SAS,04/07/2010,W,240,112,44,87,50.6,8,22,36.4,16,18,88.9,12,26,38,28,7,4,9,23,11
SAS,SAS @ PHX,04/07/2010,L,240,101,39,82,47.6,6,25,24.0,17,28,60.7,20,26,46,21,4,4,19,20,-11
CHA,CHA vs. ATL,04/06/2010,W,240,109,37,72,51.4,7,12,58.3,28,32,87.5,11,22,33,25,5,8,12,18,9
ATL,ATL @ CHA,04/06/2010,L,240,100,40,84,47.6,8,19,42.1,12,13,92.3,12,23,35,24,3,5,11,24,-9
HOU,HOU @ MEM,04/06/2010,W,240,113,38,87,43.7,8,27,29.6,29,33,87.9,16,33,49,19,8,4,13,18,10
MEM,MEM vs. HOU,04/06/2010,L,240,103,45,92,48.9,1,5,20.0,12,16,75.0,14,28,42,15,7,8,16,22,-10
GSW,GSW @ WAS,04/06/2010,L,240,94,33,84,39.3,7,20,35.0,21,23,91.3,8,23,31,16,6,7,8,19,-18
WAS,WAS vs. GSW,04/06/2010,W,240,112,44,85,51.8,8,18,44.4,16,20,80.0,17,35,52,22,3,8,15,18,18
SAS,SAS @ SAC,04/06/2010,W,240,95,37,79,46.8,5,18,27.8,16,18,88.9,8,35,43,22,4,4,11,14,9
SAC,SAC vs. SAS,04/06/2010,L,240,86,36,82,43.9,4,11,36.4,10,16,62.5,7,27,34,16,6,3,11,18,-9
UTA,UTA vs. OKC,04/06/2010,W,265,140,49,94,52.1,12,21,57.1,30,37,81.1,16,27,43,29,7,2,16,31,1
OKC,OKC @ UTA,04/06/2010,L,265,139,45,90,50.0,13,30,43.3,36,41,87.8,13,30,43,27,7,11,18,27,-1
CLE,CLE vs. TOR,04/06/2010,W,240,113,47,84,56.0,8,20,40.0,11,14,78.6,3,37,40,38,6,2,10,13,12
TOR,TOR @ CLE,04/06/2010,L,240,101,39,83,47.0,7,20,35.0,16,20,80.0,8,28,36,25,5,0,9,12,-12
BOS,BOS @ NYK,04/06/2010,L,240,101,40,73,54.8,7,18,38.9,14,22,63.6,5,29,34,26,4,4,18,22,-3
NYK,NYK vs. BOS,04/06/2010,W,240,104,39,88,44.3,6,25,24.0,20,25,80.0,15,29,44,23,6,1,13,20,3
CHI,CHI vs. MIL,04/06/2010,L,240,74,32,74,43.2,3,11,27.3,7,11,63.6,6,36,42,21,4,5,16,19,-5
MIL,MIL @ CHI,04/06/2010,W,240,79,28,77,36.4,7,29,24.1,16,22,72.7,8,35,43,18,4,2,10,16,5
DET,DET @ PHI,04/06/2010,W,240,124,47,75,62.7,8,17,47.1,22,29,75.9,8,25,33,27,14,1,10,18,21
PHI,PHI vs. DET,04/06/2010,L,240,103,39,74,52.7,6,20,30.0,19,23,82.6,8,18,26,28,4,5,16,19,-21
MIN,MIN @ OKC,04/04/2010,L,240,108,37,78,47.4,6,17,35.3,28,32,87.5,7,27,34,18,4,2,15,19,-8
OKC,OKC vs. MIN,04/04/2010,W,240,116,46,91,50.5,5,13,38.5,19,20,95.0,16,32,48,25,7,6,13,24,8
WAS,WAS vs. NJN,04/04/2010,W,240,109,38,77,49.4,4,6,66.7,29,34,85.3,11,29,40,28,9,3,15,17,10
NJN,NJN @ WAS,04/04/2010,L,240,99,36,74,48.6,4,10,40.0,23,28,82.1,6,24,30,14,9,5,15,25,-10
TOR,TOR vs. GSW,04/04/2010,L,240,112,36,92,39.1,3,12,25.0,37,45,82.2,17,38,55,15,9,5,10,23,-1
GSW,GSW @ TOR,04/04/2010,W,240,113,41,86,47.7,13,26,50.0,18,25,72.0,7,33,40,31,7,3,13,28,1
HOU,HOU @ IND,04/04/2010,L,240,102,39,87,44.8,10,27,37.0,14,23,60.9,12,25,37,24,10,4,16,20,-31
IND,IND vs. HOU,04/04/2010,W,240,133,49,85,57.6,14,26,53.8,21,27,77.8,11,38,49,28,10,6,14,18,31
MEM,MEM @ ORL,04/04/2010,L,240,92,30,75,40.0,3,9,33.3,29,38,76.3,12,34,46,12,8,5,15,22,-15
ORL,ORL vs. MEM,04/04/2010,W,240,107,38,82,46.3,13,29,44.8,18,24,75.0,12,31,43,21,5,10,14,28,15
LAC,LAC vs. NYK,04/04/2010,L,240,107,43,87,49.4,7,28,25.0,14,21,66.7,13,36,49,22,6,5,18,17,-6
NYK,NYK @ LAC,04/04/2010,W,240,113,42,89,47.2,11,30,36.7,18,22,81.8,9,29,38,27,10,4,12,15,6
CLE,CLE @ BOS,04/04/2010,L,240,113,40,78,51.3,7,17,41.2,26,40,65.0,7,35,42,20,4,4,11,27,-4
BOS,BOS vs. CLE,04/04/2010,W,240,117,39,80,48.8,8,13,61.5,31,38,81.6,6,32,38,28,6,4,11,27,4
LAL,LAL vs. SAS,04/04/2010,L,240,81,33,81,40.7,5,21,23.8,10,14,71.4,8,26,34,25,6,5,12,21,-19
SAS,SAS @ LAL,04/04/2010,W,240,100,37,76,48.7,7,18,38.9,19,24,79.2,9,32,41,20,4,2,14,19,19
MIN,MIN vs. MIA,04/03/2010,L,240,84,34,76,44.7,4,18,22.2,12,23,52.2,8,30,38,20,9,6,13,19,-13
MIA,MIA @ MIN,04/03/2010,W,240,97,38,76,50.0,6,14,42.9,15,24,62.5,11,37,48,23,6,4,17,22,13
DEN,DEN vs. LAC,04/03/2010,W,240,98,39,86,45.3,6,23,26.1,14,20,70.0,10,29,39,21,12,4,8,15,8
LAC,LAC @ DEN,04/03/2010,L,240,90,36,76,47.4,10,24,41.7,8,12,66.7,7,37,44,26,5,3,23,17,-8
SAC,SAC vs. POR,04/03/2010,L,240,87,35,76,46.1,5,17,29.4,12,20,60.0,11,27,38,19,6,5,15,23,-11
POR,POR @ SAC,04/03/2010,W,240,98,35,73,47.9,7,20,35.0,21,24,87.5,8,30,38,18,7,7,11,17,11
DAL,DAL vs. OKC,04/03/2010,L,240,116,43,81,53.1,5,19,26.3,25,29,86.2,12,27,39,20,8,6,18,28,-5
OKC,OKC @ DAL,04/03/2010,W,240,121,42,81,51.9,5,14,35.7,32,38,84.2,10,24,34,22,11,1,14,23,5
PHX,PHX @ MIL,04/03/2010,L,240,98,36,76,47.4,6,17,35.3,20,25,80.0,8,27,35,17,10,0,10,22,-9
MIL,MIL vs. PHX,04/03/2010,W,240,107,42,78,53.8,7,20,35.0,16,24,66.7,10,29,39,21,4,2,13,17,9
DET,DET @ ATL,04/03/2010,L,240,85,32,85,37.6,5,14,35.7,16,20,80.0,11,23,34,16,8,2,3,18,-6
ATL,ATL vs. DET,04/03/2010,W,240,91,35,73,47.9,7,15,46.7,14,21,66.7,14,36,50,20,2,4,14,16,6
NJN,NJN vs. NOH,04/03/2010,W,240,115,46,79,58.2,4,9,44.4,19,22,86.4,9,36,45,34,10,10,16,15,28
NOH,NOH @ NJN,04/03/2010,L,240,87,37,93,39.8,1,11,9.1,12,18,66.7,14,21,35,26,11,6,11,17,-28
CHA,CHA @ CHI,04/03/2010,L,240,88,35,83,42.2,6,18,33.3,12,16,75.0,8,26,34,19,5,5,8,16,-8
CHI,CHI vs. CHA,04/03/2010,W,240,96,39,86,45.3,2,11,18.2,16,21,76.2,18,38,56,22,2,7,12,13,8
PHI,PHI vs. TOR,04/03/2010,L,265,123,45,81,55.6,7,21,33.3,26,32,81.3,6,21,27,34,13,1,12,27,-5
TOR,TOR @ PHI,04/03/2010,W,265,128,45,80,56.3,11,24,45.8,27,34,79.4,11,31,42,31,4,3,20,21,5
CHA,CHA vs. MIL,04/02/2010,W,265,87,30,80,37.5,7,17,41.2,20,27,74.1,16,32,48,17,4,12,18,16,1
MIL,MIL @ CHA,04/02/2010,L,265,86,35,85,41.2,6,21,28.6,10,15,66.7,15,27,42,17,8,10,17,22,-1
