TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
BOS,BOS vs. NYK,04/13/2011,W,240,112,48,85,56.5,8,17,47.1,8,13,61.5,5,35,40,19,9,1,16,21,10
SAS,SAS @ PHX,04/13/2011,L,240,103,35,82,42.7,5,21,23.8,28,37,75.7,12,39,51,19,2,4,8,25,-3
PHX,PHX vs. SAS,04/13/2011,W,240,106,37,92,40.2,8,19,42.1,24,29,82.8,14,32,46,23,3,3,6,28,3
NJN,NJN @ CHI,04/13/2011,L,240,92,36,80,45.0,6,15,40.0,14,16,87.5,8,27,35,21,6,6,13,19,-5
CHI,CHI vs. NJN,04/13/2011,W,240,97,34,79,43.0,7,21,33.3,22,27,81.5,15,30,45,23,3,9,13,20,5
GSW,GSW vs. POR,04/13/2011,W,240,110,45,88,51.1,10,23,43.5,10,15,66.7,9,32,41,33,15,7,12,21,24
POR,POR @ GSW,04/13/2011,L,240,86,28,83,33.7,11,26,42.3,19,25,76.0,17,31,48,18,6,1,21,15,-24
PHI,PHI vs. DET,04/13/2011,L,240,100,39,91,42.9,8,24,33.3,14,16,87.5,9,31,40,27,6,6,9,22,-4
DET,DET @ PHI,04/13/2011,W,240,104,37,76,48.7,6,17,35.3,24,31,77.4,4,37,41,26,5,5,11,17,4
MEM,MEM @ POR,04/12/2011,L,240,89,36,79,45.6,6,12,50.0,11,18,61.1,15,27,42,16,3,2,15,23,-13
POR,POR vs. MEM,04/12/2011,W,240,102,36,80,45.0,9,18,50.0,21,23,91.3,14,25,39,23,9,7,11,15,13
NYK,NYK vs. CHI,04/12/2011,L,240,90,34,83,41.0,8,31,25.8,14,17,82.4,5,28,33,19,10,5,12,20,-13
CHI,CHI @ NYK,04/12/2011,W,240,103,36,83,43.4,7,20,35.0,24,27,88.9,12,39,51,20,6,4,13,18,13
SAS,SAS @ LAL,04/12/2011,L,240,93,31,88,35.2,9,25,36.0,22,24,91.7,11,31,42,18,5,2,9,23,-9
LAL,LAL vs. SAS,04/12/2011,W,240,102,36,79,45.6,5,19,26.3,25,28,89.3,7,38,45,24,1,3,12,23,9
BOS,BOS @ WAS,04/11/2011,L,265,94,32,84,38.1,2,7,28.6,28,34,82.4,13,36,49,20,10,10,21,25,-1
WAS,WAS vs. BOS,04/11/2011,W,265,95,34,85,40.0,2,5,40.0,25,32,78.1,10,36,46,14,13,11,18,31,1
UTA,UTA @ NOH,04/11/2011,W,240,90,37,67,55.2,6,16,37.5,10,15,66.7,3,29,32,25,6,8,15,18,12
NOH,NOH vs. UTA,04/11/2011,L,240,78,28,74,37.8,4,11,36.4,18,26,69.2,13,29,42,16,11,1,15,17,-12
DEN,DEN vs. GSW,04/11/2011,W,240,134,50,94,53.2,10,23,43.5,24,35,68.6,10,39,49,31,8,8,8,18,23
GSW,GSW @ DEN,04/11/2011,L,240,111,40,90,44.4,13,25,52.0,18,21,85.7,9,28,37,20,5,6,12,24,-23
SAC,SAC vs. OKC,04/11/2011,L,240,112,35,85,41.2,4,20,20.0,38,42,90.5,16,24,40,21,15,2,13,25,-8
OKC,OKC @ SAC,04/11/2011,W,240,120,43,75,57.3,2,10,20.0,32,37,86.5,9,31,40,20,9,11,19,26,8
TOR,TOR @ MIL,04/11/2011,L,240,86,30,81,37.0,3,12,25.0,23,31,74.2,18,32,50,16,8,2,20,21,-7
MIL,MIL vs. TOR,04/11/2011,W,240,93,32,76,42.1,3,17,17.6,26,30,86.7,11,34,45,20,10,6,16,20,7
ATL,ATL vs. MIA,04/11/2011,L,240,90,37,83,44.6,4,12,33.3,12,21,57.1,15,20,35,25,11,1,14,21,-8
MIA,MIA @ ATL,04/11/2011,W,240,98,36,69,52.2,6,17,35.3,20,24,83.3,10,28,38,24,5,3,19,19,8
CLE,CLE @ DET,04/11/2011,W,240,110,39,84,46.4,6,19,31.6,26,34,76.5,9,25,34,28,9,3,6,25,9
DET,DET vs. CLE,04/11/2011,L,240,101,38,74,51.4,4,9,44.4,21,28,75.0,12,33,45,22,3,7,16,27,-9
DAL,DAL @ HOU,04/11/2011,W,265,98,38,83,45.8,4,17,23.5,18,20,90.0,6,43,49,21,9,5,20,20,7
HOU,HOU vs. DAL,04/11/2011,L,265,91,35,96,36.5,8,27,29.6,13,16,81.3,17,35,52,24,11,1,17,19,-7
NJN,NJN vs. CHA,04/11/2011,L,240,103,43,79,54.4,4,10,40.0,13,14,92.9,7,22,29,23,5,2,7,18,-2
CHA,CHA @ NJN,04/11/2011,W,240,105,45,79,57.0,4,13,30.8,11,16,68.8,9,21,30,27,3,5,8,15,2
PHX,PHX vs. MIN,04/11/2011,W,265,135,50,92,54.3,18,29,62.1,17,23,73.9,7,28,35,40,10,4,15,20,8
MIN,MIN @ PHX,04/11/2011,L,265,127,52,95,54.7,7,16,43.8,16,20,80.0,13,32,45,21,7,3,17,16,-8
ORL,ORL @ PHI,04/11/2011,W,240,95,35,80,43.8,11,25,44.0,14,21,66.7,19,37,56,24,9,5,18,13,10
PHI,PHI vs. ORL,04/11/2011,L,240,85,35,82,42.7,5,17,29.4,10,11,90.9,8,23,31,22,11,3,11,14,-10
CHA,CHA vs. DET,04/10/2011,L,240,101,42,78,53.8,8,18,44.4,9,20,45.0,8,21,29,29,4,5,13,16,-11
DET,DET @ CHA,04/10/2011,W,240,112,45,81,55.6,8,19,42.1,14,19,73.7,11,28,39,32,9,4,15,19,11
NOH,NOH @ MEM,04/10/2011,L,240,89,33,80,41.3,8,17,47.1,15,25,60.0,11,23,34,24,9,4,14,25,-22
MEM,MEM vs. NOH,04/10/2011,W,240,111,41,68,60.3,5,12,41.7,24,33,72.7,6,35,41,26,10,5,15,21,22
NJN,NJN @ TOR,04/10/2011,L,240,92,34,88,38.6,2,13,15.4,22,27,81.5,16,15,31,16,11,8,10,20,-7
TOR,TOR vs. NJN,04/10/2011,W,240,99,39,76,51.3,1,6,16.7,20,28,71.4,15,30,45,20,8,3,20,22,7
PHX,PHX @ DAL,04/10/2011,L,240,90,35,82,42.7,2,20,10.0,18,33,54.5,14,23,37,19,5,1,14,18,-25
DAL,DAL vs. PHX,04/10/2011,W,240,115,45,89,50.6,11,27,40.7,14,18,77.8,18,33,51,29,7,4,14,23,25
NYK,NYK @ IND,04/10/2011,W,240,110,31,80,38.8,12,38,31.6,36,43,83.7,7,35,42,18,10,9,12,26,1
IND,IND vs. NYK,04/10/2011,L,240,109,39,88,44.3,5,14,35.7,26,33,78.8,12,36,48,20,4,4,14,25,-1
MIA,MIA vs. BOS,04/10/2011,W,240,100,38,75,50.7,6,18,33.3,18,26,69.2,15,27,42,24,9,4,18,17,23
BOS,BOS @ MIA,04/10/2011,L,240,77,29,64,45.3,6,13,46.2,13,16,81.3,3,23,26,16,9,2,19,18,-23
ORL,ORL vs. CHI,04/10/2011,L,240,99,35,81,43.2,12,24,50.0,17,21,81.0,16,17,33,22,11,4,13,19,-3
CHI,CHI @ ORL,04/10/2011,W,240,102,36,60,60.0,7,13,53.8,23,26,88.5,5,32,37,25,8,4,21,17,3
OKC,OKC @ LAL,04/10/2011,W,240,120,40,72,55.6,8,17,47.1,32,35,91.4,5,33,38,19,7,6,13,22,14
LAL,LAL vs. OKC,04/10/2011,L,240,106,38,81,46.9,7,15,46.7,23,28,82.1,10,24,34,23,10,5,10,23,-14
GSW,GSW vs. SAC,04/10/2011,L,240,103,42,101,41.6,6,22,27.3,13,18,72.2,19,24,43,27,13,7,10,22,-1
SAC,SAC @ GSW,04/10/2011,W,240,104,37,82,45.1,6,18,33.3,24,30,80.0,15,37,52,23,7,2,23,19,1
WAS,WAS vs. ATL,04/09/2011,W,240,115,46,86,53.5,2,5,40.0,21,29,72.4,15,33,48,20,11,7,10,16,32
ATL,ATL @ WAS,04/09/2011,L,240,83,33,76,43.4,5,9,55.6,12,14,85.7,7,26,33,20,5,7,23,20,-32
MIN,MIN @ DEN,04/09/2011,L,240,106,39,85,45.9,11,32,34.4,17,20,85.0,7,31,38,22,5,6,15,24,-24
DEN,DEN vs. MIN,04/09/2011,W,240,130,46,88,52.3,19,38,50.0,19,34,55.9,12,37,49,35,8,1,13,19,24
MIL,MIL vs. CLE,04/09/2011,W,240,108,41,81,50.6,10,23,43.5,16,20,80.0,6,29,35,31,4,6,11,18,7
CLE,CLE @ MIL,04/09/2011,L,240,101,37,77,48.1,7,17,41.2,20,24,83.3,8,30,38,19,6,6,15,18,-7
LAC,LAC @ HOU,04/09/2011,L,240,78,33,95,34.7,7,18,38.9,5,10,50.0,17,28,45,18,9,5,10,16,-21
HOU,HOU vs. LAC,04/09/2011,W,240,99,38,81,46.9,10,24,41.7,13,18,72.2,16,42,58,29,5,11,16,17,21
UTA,UTA @ SAS,04/09/2011,L,240,102,43,80,53.8,4,12,33.3,12,18,66.7,10,23,33,27,7,3,14,23,-9
SAS,SAS vs. UTA,04/09/2011,W,240,111,41,71,57.7,8,20,40.0,21,31,67.7,9,24,33,29,3,5,12,21,9
OKC,OKC vs. DEN,04/08/2011,W,240,104,38,82,46.3,7,19,36.8,21,29,72.4,19,27,46,23,11,4,14,24,15
DEN,DEN @ OKC,04/08/2011,L,240,89,31,77,40.3,5,18,27.8,22,30,73.3,17,23,40,15,6,3,19,19,-15
MEM,MEM vs. SAC,04/08/2011,W,240,101,38,84,45.2,1,8,12.5,24,35,68.6,11,31,42,21,8,11,9,17,5
SAC,SAC @ MEM,04/08/2011,L,240,96,40,95,42.1,3,18,16.7,13,18,72.2,16,33,49,18,4,4,17,26,-5
PHX,PHX @ NOH,04/08/2011,L,240,97,36,72,50.0,6,16,37.5,19,24,79.2,8,28,36,19,7,3,15,17,-12
NOH,NOH vs. PHX,04/08/2011,W,240,109,45,81,55.6,8,15,53.3,11,18,61.1,7,30,37,31,10,5,12,18,12
LAC,LAC @ DAL,04/08/2011,L,240,96,38,76,50.0,6,18,33.3,14,20,70.0,9,27,36,22,12,6,22,23,-11
DAL,DAL vs. LAC,04/08/2011,W,240,107,43,85,50.6,4,15,26.7,17,28,60.7,15,27,42,25,13,4,18,19,11
IND,IND vs. ATL,04/08/2011,W,240,114,42,86,48.8,4,13,30.8,26,33,78.8,15,34,49,23,9,2,11,23,12
ATL,ATL @ IND,04/08/2011,L,240,102,36,76,47.4,5,13,38.5,25,36,69.4,9,27,36,11,6,4,13,21,-12
POR,POR vs. LAL,04/08/2011,W,240,93,35,77,45.5,6,21,28.6,17,20,85.0,7,34,41,28,8,5,9,18,7
LAL,LAL @ POR,04/08/2011,L,240,86,34,86,39.5,11,25,44.0,7,14,50.0,21,31,52,14,6,4,17,21,-7
MIA,MIA vs. CHA,04/08/2011,W,240,112,39,69,56.5,3,9,33.3,31,35,88.6,5,29,34,26,7,4,16,20,9
CHA,CHA @ MIA,04/08/2011,L,240,103,41,86,47.7,5,16,31.3,16,21,76.2,11,22,33,17,10,4,11,25,-9
MIL,MIL @ DET,04/08/2011,L,240,100,41,89,46.1,3,18,16.7,15,17,88.2,10,22,32,18,8,3,9,23,-10
DET,DET vs. MIL,04/08/2011,W,240,110,40,80,50.0,2,11,18.2,28,31,90.3,15,34,49,21,3,4,14,14,10
CHI,CHI @ CLE,04/08/2011,W,240,93,39,80,48.8,4,16,25.0,11,15,73.3,7,34,41,30,10,8,15,15,11
CLE,CLE vs. CHI,04/08/2011,L,240,82,36,82,43.9,2,15,13.3,8,11,72.7,9,30,39,14,7,3,16,19,-11
BOS,BOS vs. WAS,04/08/2011,W,240,104,36,71,50.7,1,12,8.3,31,35,88.6,8,30,38,25,12,6,17,17,16
WAS,WAS @ BOS,04/08/2011,L,240,88,35,77,45.5,1,7,14.3,17,26,65.4,13,25,38,14,10,3,21,25,-16
NJN,NJN vs. NYK,04/08/2011,L,240,93,39,82,47.6,6,19,31.6,9,15,60.0,6,32,38,22,8,5,17,19,-23
NYK,NYK @ NJN,04/08/2011,W,240,116,43,87,49.4,15,36,41.7,15,19,78.9,11,37,48,27,10,4,16,18,23
TOR,TOR @ PHI,04/08/2011,L,240,93,34,73,46.6,5,14,35.7,20,23,87.0,9,32,41,22,8,5,20,25,-5
PHI,PHI vs. TOR,04/08/2011,W,240,98,36,75,48.0,3,11,27.3,23,31,74.2,5,25,30,20,9,5,11,18,5
UTA,UTA vs. POR,04/07/2011,L,240,87,31,74,41.9,6,20,30.0,19,22,86.4,14,27,41,19,4,6,13,19,-11
POR,POR @ UTA,04/07/2011,W,240,98,36,79,45.6,8,18,44.4,18,19,94.7,13,28,41,24,6,3,10,19,11
BOS,BOS @ CHI,04/07/2011,L,240,81,28,73,38.4,2,10,20.0,23,26,88.5,8,27,35,14,3,3,12,12,-16
CHI,CHI vs. BOS,04/07/2011,W,240,97,37,78,47.4,9,22,40.9,14,15,93.3,9,35,44,21,9,5,12,21,16
CHA,CHA vs. ORL,04/06/2011,L,265,102,39,84,46.4,6,11,54.5,18,20,90.0,9,24,33,27,7,2,13,15,-9
ORL,ORL @ CHA,04/06/2011,W,265,111,41,76,53.9,14,35,40.0,15,18,83.3,6,29,35,20,6,10,16,22,9
LAC,LAC @ OKC,04/06/2011,L,240,108,42,83,50.6,6,13,46.2,18,26,69.2,13,31,44,24,7,8,15,19,-4
OKC,OKC vs. LAC,04/06/2011,W,240,112,41,95,43.2,5,19,26.3,25,29,86.2,19,29,48,23,8,5,12,23,4
TOR,TOR vs. CLE,04/06/2011,L,240,96,35,80,43.8,5,17,29.4,21,32,65.6,11,30,41,21,4,4,12,30,-8
CLE,CLE @ TOR,04/06/2011,W,240,104,36,79,45.6,5,15,33.3,27,39,69.2,11,28,39,22,7,6,8,25,8
NOH,NOH vs. HOU,04/06/2011,W,240,101,37,81,45.7,5,10,50.0,22,26,84.6,11,27,38,20,13,2,11,19,8
HOU,HOU @ NOH,04/06/2011,L,240,93,36,78,46.2,9,24,37.5,12,13,92.3,8,30,38,26,3,0,18,25,-8
PHX,PHX @ MIN,04/06/2011,W,240,108,44,84,52.4,5,23,21.7,15,18,83.3,7,37,44,26,9,3,15,14,10
MIN,MIN vs. PHX,04/06/2011,L,240,98,38,87,43.7,6,13,46.2,16,18,88.9,9,29,38,20,11,3,14,16,-10
DAL,DAL vs. DEN,04/06/2011,L,240,96,39,80,48.8,5,22,22.7,13,20,65.0,15,30,45,20,9,9,17,18,-8
DEN,DEN @ DAL,04/06/2011,W,240,104,41,86,47.7,8,23,34.8,14,18,77.8,12,28,40,23,9,4,14,17,8
IND,IND vs. WAS,04/06/2011,W,240,136,50,84,59.5,13,24,54.2,23,29,79.3,6,32,38,32,10,7,19,23,24
WAS,WAS @ IND,04/06/2011,L,240,112,40,87,46.0,5,10,50.0,27,36,75.0,13,26,39,10,9,4,17,22,-24
MIL,MIL @ MIA,04/06/2011,W,240,90,34,76,44.7,7,20,35.0,15,15,100.0,6,32,38,16,11,4,11,16,5
MIA,MIA vs. MIL,04/06/2011,L,240,85,30,74,40.5,8,23,34.8,17,21,81.0,12,31,43,14,6,6,16,15,-5
NJN,NJN @ DET,04/06/2011,L,240,109,40,82,48.8,8,19,42.1,21,28,75.0,9,21,30,28,7,5,10,24,-7
DET,DET vs. NJN,04/06/2011,W,240,116,43,78,55.1,1,7,14.3,29,32,90.6,12,30,42,28,6,5,14,24,7
SAS,SAS vs. SAC,04/06/2011,W,240,124,46,76,60.5,12,19,63.2,20,25,80.0,7,40,47,26,7,6,12,15,32
SAC,SAC @ SAS,04/06/2011,L,240,92,37,93,39.8,7,20,35.0,11,15,73.3,14,24,38,21,4,4,9,17,-32
GSW,GSW vs. LAL,04/06/2011,W,240,95,36,93,38.7,7,25,28.0,16,19,84.2,18,32,50,23,10,2,11,18,8
LAL,LAL @ GSW,04/06/2011,L,240,87,33,77,42.9,5,19,26.3,16,27,59.3,12,35,47,17,9,1,17,16,-8
NYK,NYK @ PHI,04/06/2011,W,240,97,36,87,41.4,11,31,35.5,14,19,73.7,15,33,48,21,3,9,9,19,5
PHI,PHI vs. NYK,04/06/2011,L,240,92,38,92,41.3,2,18,11.1,14,22,63.6,17,32,49,20,2,5,9,15,-5
LAC,LAC @ MEM,04/05/2011,W,240,82,32,78,41.0,4,14,28.6,14,22,63.6,10,36,46,14,8,3,20,19,1
MEM,MEM vs. LAC,04/05/2011,L,240,81,34,86,39.5,1,9,11.1,12,18,66.7,14,33,47,11,14,7,14,19,-1
WAS,WAS vs. DET,04/05/2011,W,240,107,38,77,49.4,3,10,30.0,28,35,80.0,10,30,40,21,12,11,19,17,2
DET,DET @ WAS,04/05/2011,L,240,105,43,98,43.9,5,17,29.4,14,20,70.0,20,27,47,18,10,3,18,22,-2
DEN,DEN vs. OKC,04/05/2011,L,240,94,36,82,43.9,5,12,41.7,17,26,65.4,5,36,41,17,3,6,12,26,-7
OKC,OKC @ DEN,04/05/2011,W,240,101,35,79,44.3,4,18,22.2,27,35,77.1,8,42,50,16,7,5,12,26,7
ATL,ATL vs. SAS,04/05/2011,L,240,90,35,72,48.6,3,13,23.1,17,20,85.0,3,22,25,17,7,2,11,23,-7
SAS,SAS @ ATL,04/05/2011,W,240,97,37,74,50.0,1,8,12.5,22,26,84.6,9,30,39,14,7,2,13,16,7
POR,POR vs. GSW,04/05/2011,L,240,87,34,83,41.0,3,21,14.3,16,18,88.9,15,25,40,19,6,4,9,16,-21
GSW,GSW @ POR,04/05/2011,W,240,108,41,82,50.0,7,16,43.8,19,22,86.4,14,33,47,16,8,5,11,19,21
SAC,SAC @ HOU,04/05/2011,W,240,104,44,83,53.0,1,11,9.1,15,18,83.3,6,40,46,18,8,5,17,18,3
HOU,HOU vs. SAC,04/05/2011,L,240,101,40,94,42.6,7,25,28.0,14,21,66.7,13,30,43,24,8,7,14,15,-3
CLE,CLE vs. CHA,04/05/2011,W,240,99,37,82,45.1,8,24,33.3,17,20,85.0,10,33,43,24,7,2,15,21,10
CHA,CHA @ CLE,04/05/2011,L,240,89,32,82,39.0,4,15,26.7,21,27,77.8,9,30,39,22,12,4,11,15,-10
MIL,MIL @ ORL,04/05/2011,L,240,72,27,75,36.0,6,20,30.0,12,17,70.6,4,29,33,14,9,2,18,27,-6
ORL,ORL vs. MIL,04/05/2011,W,240,78,26,67,38.8,2,21,9.5,24,36,66.7,11,38,49,12,13,5,21,15,6
PHI,PHI @ BOS,04/05/2011,L,240,82,33,84,39.3,4,10,40.0,12,17,70.6,14,22,36,17,9,3,11,15,-17
BOS,BOS vs. PHI,04/05/2011,W,240,99,40,76,52.6,4,10,40.0,15,19,78.9,9,28,37,29,6,8,15,16,17
NJN,NJN vs. MIN,04/05/2011,W,240,107,42,89,47.2,9,20,45.0,14,20,70.0,12,25,37,31,11,3,10,20,2
MIN,MIN @ NJN,04/05/2011,L,240,105,39,79,49.4,8,15,53.3,19,27,70.4,11,35,46,23,3,5,18,19,-2
TOR,TOR @ NYK,04/05/2011,L,240,118,45,92,48.9,3,7,42.9,25,33,75.8,18,28,46,11,6,2,12,24,-13
NYK,NYK vs. TOR,04/05/2011,W,240,131,45,78,57.7,15,27,55.6,26,34,76.5,7,27,34,31,10,5,14,20,13
PHX,PHX @ CHI,04/05/2011,L,240,94,38,88,43.2,8,23,34.8,10,12,83.3,12,31,43,27,9,7,15,20,-3
CHI,CHI vs. PHX,04/05/2011,W,240,97,36,78,46.2,8,19,42.1,17,24,70.8,9,32,41,28,9,4,14,15,3
UTA,UTA @ LAL,04/05/2011,W,240,86,34,85,40.0,5,13,38.5,13,23,56.5,16,36,52,20,13,10,17,21,1
LAL,LAL vs. UTA,04/05/2011,L,240,85,31,82,37.8,4,20,20.0,19,25,76.0,14,35,49,19,6,13,19,22,-1
SAC,SAC vs. UTA,04/03/2011,W,240,106,41,79,51.9,6,15,40.0,18,22,81.8,8,31,39,29,9,6,14,18,9
UTA,UTA @ SAC,04/03/2011,L,240,97,38,81,46.9,6,13,46.2,15,20,75.0,11,22,33,25,8,5,14,17,-9
SAS,SAS vs. PHX,04/03/2011,W,240,114,43,89,48.3,15,29,51.7,13,18,72.2,16,35,51,28,7,4,16,17,17
PHX,PHX @ SAS,04/03/2011,L,240,97,40,85,47.1,5,14,35.7,12,14,85.7,7,30,37,17,10,7,15,17,-17
TOR,TOR vs. ORL,04/03/2011,W,240,102,40,79,50.6,5,10,50.0,17,22,77.3,15,33,48,24,5,3,11,21,4
ORL,ORL @ TOR,04/03/2011,L,240,98,37,75,49.3,9,21,42.9,15,27,55.6,7,23,30,15,6,2,9,16,-4
CHA,CHA vs. WAS,04/03/2011,L,240,91,34,79,43.0,4,8,50.0,19,21,90.5,7,32,39,26,6,7,15,22,-6
WAS,WAS @ CHA,04/03/2011,W,240,97,39,88,44.3,2,10,20.0,17,25,68.0,16,34,50,16,9,7,13,20,6
IND,IND @ NOH,04/03/2011,L,240,96,37,81,45.7,9,26,34.6,13,19,68.4,11,22,33,21,8,6,12,23,-12
NOH,NOH vs. IND,04/03/2011,W,240,108,42,82,51.2,5,15,33.3,19,24,79.2,16,32,48,20,5,1,13,21,12
DAL,DAL @ POR,04/03/2011,L,240,96,34,70,48.6,9,24,37.5,19,26,73.1,5,28,33,21,5,2,13,21,-8
POR,POR vs. DAL,04/03/2011,W,240,104,39,73,53.4,5,15,33.3,21,25,84.0,4,28,32,20,10,0,11,20,8
HOU,HOU vs. ATL,04/03/2011,W,240,114,43,75,57.3,3,15,20.0,25,29,86.2,7,28,35,24,5,0,14,16,5
ATL,ATL @ HOU,04/03/2011,L,240,109,43,81,53.1,5,15,33.3,18,20,90.0,7,23,30,24,5,2,11,24,-5
MIA,MIA @ NJN,04/03/2011,W,240,108,42,75,56.0,5,15,33.3,19,32,59.4,8,42,50,22,5,4,15,23,14
NJN,NJN vs. MIA,04/03/2011,L,240,94,34,85,40.0,8,28,28.6,18,25,72.0,6,24,30,22,9,0,9,25,-14
DET,DET @ BOS,04/03/2011,L,240,90,34,80,42.5,8,21,38.1,14,17,82.4,8,18,26,17,16,0,9,13,-11
BOS,BOS vs. DET,04/03/2011,W,240,101,41,64,64.1,7,11,63.6,12,17,70.6,4,33,37,30,7,3,21,12,11
NYK,NYK vs. CLE,04/03/2011,W,240,123,41,85,48.2,10,24,41.7,31,33,93.9,10,26,36,23,13,5,10,19,16
CLE,CLE @ NYK,04/03/2011,L,240,107,42,79,53.2,9,22,40.9,14,24,58.3,8,30,38,21,6,3,22,24,-16
DEN,DEN @ LAL,04/03/2011,W,240,95,36,82,43.9,7,17,41.2,16,28,57.1,11,33,44,24,13,3,17,23,5
LAL,LAL vs. DEN,04/03/2011,L,240,90,36,84,42.9,4,18,22.2,14,20,70.0,12,33,45,20,9,6,20,24,-5
MIN,MIN @ MEM,04/02/2011,L,240,89,35,72,48.6,6,19,31.6,13,16,81.3,7,27,34,19,8,8,26,23,-17
MEM,MEM vs. MIN,04/02/2011,W,240,106,46,90,51.1,5,12,41.7,9,13,69.2,17,27,44,23,17,3,18,19,17
MIL,MIL vs. PHI,04/02/2011,W,265,93,36,74,48.6,3,9,33.3,18,24,75.0,5,40,45,18,6,4,19,17,6
PHI,PHI @ MIL,04/02/2011,L,265,87,35,87,40.2,4,14,28.6,13,18,72.2,10,31,41,24,10,3,14,17,-6
LAC,LAC vs. OKC,04/02/2011,W,240,98,33,74,44.6,5,13,38.5,27,38,71.1,13,34,47,17,6,3,17,19,6
OKC,OKC @ LAC,04/02/2011,L,240,92,34,82,41.5,4,14,28.6,20,24,83.3,16,29,45,18,11,7,16,29,-6
TOR,TOR @ CHI,04/02/2011,L,240,106,41,81,50.6,3,7,42.9,21,24,87.5,10,23,33,20,3,6,8,18,-7
CHI,CHI vs. TOR,04/02/2011,W,240,113,41,85,48.2,5,13,38.5,26,28,92.9,15,28,43,24,5,4,11,19,7
DAL,DAL @ GSW,04/02/2011,L,240,92,37,90,41.1,5,25,20.0,13,20,65.0,11,32,43,25,5,4,14,21,-7
GSW,GSW vs. DAL,04/02/2011,W,240,99,35,78,44.9,7,21,33.3,22,24,91.7,7,36,43,22,4,6,14,21,7
MEM,MEM @ NOH,04/01/2011,W,240,93,37,73,50.7,5,8,62.5,14,19,73.7,12,28,40,26,6,4,17,17,12
NOH,NOH vs. MEM,04/01/2011,L,240,81,31,69,44.9,4,13,30.8,15,18,83.3,8,18,26,24,10,5,14,21,-12
CLE,CLE @ WAS,04/01/2011,L,240,107,38,82,46.3,5,22,22.7,26,32,81.3,12,26,38,22,6,5,9,24,-8
WAS,WAS vs. CLE,04/01/2011,W,240,115,46,94,48.9,4,8,50.0,19,32,59.4,27,29,56,18,5,7,12,22,8
